text,label,source,sentimiento_tabularis,calificacion_nlp_bert,sentimiento_robertuito
Es increíble que ahora entro a wpp solo para el trabajo,positive,intertass_2017,Muy Positivo,Muy Positivo,Negativo
Era mas el ambiente chungo,negative,intertass_2017,Neutral,Negativo,Negativo
"Empieza la semana con la ilusión de saber que va a ser mágica, llena de momentos felices, sonrisas, miradas y mucho amor. Que así sea",neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Por fin río, caray. Después de lo de ayer, pensé que me iba a deprimir, pero hoy estoy feliz",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user Creí que era el Almost Blue de Chet Baker. Qué luzfloridecepción contigo,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user por curiosidad intenté en 5 bancos distintos y en todos declinado, pero mi reporte está en verde y mi score también",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"@user si, muy hermoso, y eso que no me conociste a mi",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
hoy es mi último día de vacaciones y lo más emocionante de mi día ha sido hacer el puzzle de sunggyu,negative,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user ¡Enhorabuena! Has ganado el KIT, escríbenos por mensaje privado para decirte cómo te vamos a mandar el premio",neutral,intertass_2017,Muy Positivo,Muy Negativo,Positivo
"Ensalada de Salmón, una de las ricas propuestas en el menú de hoy   #MenuDiario #RestauranteCasinoLasPalmas http",positive,intertass_2017,Neutral,Muy Positivo,Positivo
ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user eso dice mucho de él... así que nada, tómate tu tiempo que cuando estés preparado, todo llegará",neutral,intertass_2017,Muy Negativo,Muy Negativo,Positivo
"Aii,y que se me pasa felicitar a @user y no puede ser!! Muchaass felicidades Mara,espero que hayas pasado un día muy bonito",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Ayer me dieron una botella y le pegue un trago pensando que era yin o Fresca gracias marifer,negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
Desde mañana me dedicaré a estudiar y dejaré mis sentimientos amorosos por otro lado,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"@user ¡Enhorabuena! Eres el ganador del sorteo, escríbenos un mensaje privado para darte el premio",positive,intertass_2017,Muy Positivo,Muy Negativo,Positivo
@user pero el caso es que en Humanidades hay latín y griego y yo en mi vida he dado latin y griego así que me iria fatal en ellas,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
11:11 que no me encuentre mal,neutral,intertass_2017,Muy Negativo,Neutral,Neutral
"Fue un bonito fin de semana cumpleañero : amigos, familia, torta, comida rica, juegos de mesa y muchas risas. Me siento bendecido y feliz",positive,intertass_2017,Positivo,Muy Positivo,Positivo
"@user ehhhhhhh ese no he sido yo, y lo digo muy en serio  hasta los cojones de que me roben mi puto identidad.",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Mañana debuto en percusión para leones chinos, ya puedo dejar de ser una samulnorian frustrada. Aunque el traje de Samulnori es más lindo",neutral,intertass_2017,Neutral,Neutral,Positivo
Técnicas Reunidas ya es una de las 10 mayores ingenierías internacionales!  No sabéis lo que nos alegra    http,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Quiero que en mi foto de carné en lugar de una fotografía de mi cara me dejen poner un emoticono de carita triste,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user @user no sé eso espero, y lo mismo que anulen eso de la prescribición de los delitos, no sé si menciona algo de eso",neutral,intertass_2017,Negativo,Muy Negativo,Neutral
Pero tambien ha sido el año en el cual mas he viajado y conocido personas excelentes,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Me iré a dormir sabiendo que la única app de manga con la que leo no tiene actualizado ons,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user jajajaja fui el primer fav de Odín con cotillón,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"@user En Octubre haré cositas, un fuerte abrazo",positive,intertass_2017,Muy Positivo,Muy Negativo,Positivo
@user De pequeño escribía con la zurda hasta que una profesora me obligó a hacerlo con la diestra,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user jajajaja yo igual. La gente no sabe lo que se pierde,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"El amor incondicional es esa clase de sentimiento que busca la felicidad de otro ser, incluso a costa del suyo. Familia es quien te ama.",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Soy un chico muy perverso,negative,intertass_2017,Muy Positivo,Muy Positivo,Negativo
@user puedes ver el partido en directo en el Facebook de informe Bolorino,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
@user Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día!,positive,intertass_2017,Muy Negativo,Muy Negativo,Positivo
"@user @user @user todo el mundo es un poco racista, la cosa es mirarlo y arreglarlo, no negarlo si alguien te dice algo",negative,intertass_2017,Negativo,Neutral,Negativo
"La única gran verdad, es que no terminas de conocer a las personas. #BuenDiaATodos",neutral,intertass_2017,Muy Negativo,Positivo,Neutral
"@user aww!! Gracias!!!! Muaaaaaaaaaak!!!! No me gusta el sol y estoy en plena auditoría, pero la estoy pasando genial … Muak!",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Recuerdo a un podemita al final de una discusión q me dijo en F ""y si nos tienen que robar por lo menos que sean otros""  #MarcaEspaña",negative,intertass_2017,Neutral,Muy Negativo,Negativo
"Mi mamá adoptó una gata que dejaron botada al frente de la casa, si alguien necesita gatos me escriben, tengo 4",neutral,intertass_2017,Positivo,Positivo,Neutral
@user @user @user que buena noticia Roxi,positive,intertass_2017,Positivo,Muy Positivo,Positivo
Después de una semana comiendo en México a un precio ridículo... lo último q haría es ir a la Feria Gasto-nómica #lluviaencasa,negative,intertass_2017,Negativo,Muy Negativo,Negativo
@user Espero llegar y encontrar esa impresora 3D,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"@user es que apuntas lo que digo. Es cierto antes de empezar la liga dije que Llorente ""había elegido"" muy bien",positive,intertass_2017,Positivo,Neutral,Positivo
que cool todo mundo me deja en gris,negative,intertass_2017,Muy Positivo,Muy Positivo,Negativo
@user @user que feo tu corazoncito! Deja ser feliz a los demás,neutral,intertass_2017,Muy Positivo,Muy Positivo,Negativo
"@user  Ni en tus mejores sueños, te hubieras, imaginado, una encuesta con tantos votos eh.? jajajj cuando se moviliza @user",positive,intertass_2017,Muy Negativo,Muy Negativo,Neutral
No encuentro el mando de la tele y me estoy poniendo nerviosita,negative,intertass_2017,Negativo,Muy Negativo,Negativo
@user en estas épocas no hay que decirle no a ningún trofeo y es conmemorativo para todos los equipos que ganen en la jornada,neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
@user yo te veo bonito,positive,intertass_2017,Muy Positivo,Neutral,Positivo
Puede alguien acostumbrarse en 4 noches a algo? Porque me acostumbré a no dormir sola y ahora se extraña demasiado,negative,intertass_2017,Muy Negativo,Negativo,Negativo
@user @user yo iba a preguntar lo mismo,neutral,intertass_2017,Negativo,Muy Negativo,Neutral
Despues de trabajar duro me merezco mis caprichos,positive,intertass_2017,Muy Negativo,Muy Positivo,Positivo
"Esperemos que todo empiece a tirar para arriba porque se necesita mucho para despegar un proyecto asi, y es el unico miedo que tengo",negative,intertass_2017,Muy Positivo,Negativo,Negativo
"@user buena idea, anis, pero ellos saben que yo ni un pancake puedo hacer bien",neutral,intertass_2017,Positivo,Neutral,Neutral
Cada vez que veo a los gemelos por la tele me entran ganas de meter mi brazos en ella y darles un abracito,positive,intertass_2017,Muy Negativo,Negativo,Positivo
Hoy va a ser el típico dia en el que me estreso,negative,intertass_2017,Positivo,Muy Positivo,Negativo
"@user Tod@s deberíamos llevar en nuestro día a día, está frase, ya q tod@s somos inmigrantes en algún lugar.",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
#felizcumplemichi pasala bien con tus seres queridos exitos en todo en lo k te propongas y exitos en #Bioquimica tambien ) si se puede,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user fresquita... lo único malo fue que nos quitaron el banco bueno,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Mi familia ya empezó con villancicos a todo volumen 24/7 y yo que tenia mi musica puesta y me la quitaron,neutral,intertass_2017,Muy Positivo,Muy Positivo,Negativo
@user hola vengo de intagram  en verdad ya te seguia pero hola igualmente🙄❤️,positive,intertass_2017,Muy Positivo,Muy Negativo,Neutral
"@user se nos queda pequeña, sólo 300 de aforo",negative,intertass_2017,Neutral,Muy Negativo,Negativo
Haikyuu debería tener alrededor de 4400 capítulos para vivir feliz hasta los 95 años,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
me siento orgullosa de ser tu fan @user desde hace muchos años ...ese speach lo dijo todo te sigo admirando,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Me largo de esta red social por unos días, hasta que encuentre paz",negative,intertass_2017,Positivo,Muy Negativo,Neutral
@user podemos usar el término.equipo pepino,neutral,intertass_2017,Neutral,Muy Positivo,Neutral
"@user @user no, si pagar le pagaba bien, tranquilo",positive,intertass_2017,Neutral,Muy Negativo,Neutral
@user creo que soy la única que pringa trabajando todo el verano y todo septiembre,negative,intertass_2017,Muy Positivo,Muy Positivo,Negativo
"El día del hombre pasó desapercibido por las mujeres, si fuera al revés no nos perdonan",neutral,intertass_2017,Negativo,Muy Negativo,Negativo
@user jajajajajaja me meo que yo tengo mi novio y él tiene su novia y estamos los dos contentos,positive,intertass_2017,Positivo,Muy Positivo,Positivo
@user @user y donde están esos fiscales q los afinen bien un tío mata 2 ciclistas en la puta calle q está pasando aquí?,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user Ánimo, Jorge. Piensa en tus nuevas víctimas",neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"@user Excelente, siempre me persigno cuando entro a uno",positive,intertass_2017,Muy Positivo,Muy Positivo,Neutral
"Aah ya... Porque @user es el ser más rastrero, egoísta, infantil y GILIPOLLAS que existe en el mundo",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user que no soy menoooor o si,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"@user @user bien sra presidenta, se predica con el ejm, muy bien!!!!",positive,intertass_2017,Positivo,Positivo,Positivo
"Y ahora, volvamos a la realidad... ¡ay Venezuela! Como me has hecho llorar desde lejos... con que tristeza digo que yo soy venezolano.",negative,intertass_2017,Muy Positivo,Muy Positivo,Negativo
"@user es decir, que es por la tradición lo de decir esto, como muchas otras (arroz, etc), pero que no es tan big-a-deal",neutral,intertass_2017,Neutral,Neutral,Neutral
Por dicha no he leído a nadie que diga que se exageró con el huracán. He escogido bien a quién seguir,positive,intertass_2017,Positivo,Muy Negativo,Neutral
"Hola, me molaría hcerme un cambio drástico con mi pelo, lo que pasa es que no se hacerme lo que quiero y tengo que pedir ayuda",negative,intertass_2017,Muy Negativo,Negativo,Negativo
"Yo quería para navidad la jodida mascara de Buckethead, pero todos piensan que es un regalo de mrd",neutral,intertass_2017,Neutral,Neutral,Negativo
@user @user ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,positive,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"Quiero el pelo negro azulado y no sé cómo conseguirlo  los tintes de ese color que me he echado, no han hecho nada.",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user @user nunca dije lo contrario,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user Ella es lo mejor de todo,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Buenos días bbs qué tal yo mal,negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user @user @user , y otros que seguro se me olvidan, también os puede interesar para vuestro instituto o facultad univ.",neutral,intertass_2017,Neutral,Positivo,Neutral
Chema en esas y todos en la oficina deseando que vuelva a la oficina y a dirigir la empresa mejor...,positive,intertass_2017,Positivo,Muy Positivo,Positivo
A ver cuando quedamos y hablamos de lo guapo que es nuestro señor Rajoy que ya toca  @user,negative,intertass_2017,Muy Positivo,Muy Negativo,Positivo
@user @user estas en lo cierto,neutral,intertass_2017,Neutral,Muy Positivo,Neutral
Feliz Martes para todos.  Pásenla bonito y a sonreír.,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
.@user @user Las mayores atrocidodes surgen del idealismo bienintencionado. No me cabe duda de que son capaces de lo peor,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user En edad internacional 19, en edad coreana 20",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
Viendo al gran #JoselitoYSuOrquesta en #WantanNight lindo jueves @user por @user,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Me he puesto a pensar una cosa y me estoy despollando sola en la habitación. Que pena doy,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Ahora tengo que dormir llena de repelente,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user ¡Es el mejor! Espero con emoción ese disco nuevo y deseo tener tiempo para digerir toda la discografía antes de morir.,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user eso no es sielto,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user Y que es muy bueno que alguien hable sobre el tema porque muchos no lo hablan debido a que es un tema considerado Tabu.,neutral,intertass_2017,Muy Positivo,Positivo,Positivo
Mi anterior bio también hablaba de #volar y esta noche ellos -y Twitter- me lo recuerdan...   #SoisGrandes 😘 http,positive,intertass_2017,Negativo,Muy Negativo,Neutral
@user @user yo ya estoy arruinada con tanto verano Berni,negative,intertass_2017,Negativo,Muy Negativo,Negativo
Quiero un perro así porfiii.,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
@user Son dos frases. La una complementa a la otra. Así se entiende mejor,positive,intertass_2017,Neutral,Neutral,Neutral
Me pongo al día con Re:zero en dos días y medio y ahora me dejan una semana intrigado por el final del capitulo. Esto no se hace eh,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user Vieras que a mi lo del dresscode de mi brete no me molesta, sólo quisiera poder teñirme el pelo morado",neutral,intertass_2017,Positivo,Neutral,Neutral
"#2AñosDeLegiónHolk No importa que seas ""niu"" o ""old"" Si amas a LH , eres bienvenido a mi casa",positive,intertass_2017,Neutral,Muy Positivo,Positivo
