ProductKey,Product Code,Product Name,Product Description,Comentario,sentimiento_tabularis,calificacion_nlp_bert
2496,505009,Headphone Adapter for Contoso Phone E130 Silver,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,#FelizMiercoles porque hoy pase lo que pase va ha ser un buen día,Positivo,Muy Positivo (5 estrellas)
2497,505010,Headphone Adapter for Contoso Phone E130 White,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,"Como dijo @user, ""hay que ignorar a los trolls"", después de años usé de nuevo el block, el más pesado y bobo que conocí",Muy Negativo,Muy Positivo (5 estrellas)
2498,505011,Contoso Phone Tough Skin Case E140 Black,"Bottom flaps up for docking, rugged rubber case","@user oh no te la debo negrito, lo lamento, prometo ir al próximo kaos ir desde las 8 pm y guardarte cola",Neutral,Muy Negativo (1 estrella)
2499,505012,Contoso Phone Tough Skin Case E140 White,"Bottom flaps up for docking, rugged rubber case","@user @user clado que sí. En serio, gracias por todo lo que nos has enseñado",Muy Positivo,Muy Positivo (5 estrellas)
2500,505013,Contoso Phone Tough Skin Case E140 Silver,"Bottom flaps up for docking, rugged rubber case",Me está entrando una depresión ahora mismo... ¿Para cuando la máquina del tiempo? Que me lleve de nuevo al 29 de junio joder,Muy Negativo,Muy Negativo (1 estrella)
2501,505014,Contoso Phone Tough Skin Case E140 Pink,"Bottom flaps up for docking, rugged rubber case",@user i lleva mucho sin actualizar? ahora sucede que me enamoro del fic y lo dejan abandonado,Muy Negativo,Muy Negativo (1 estrella)
2502,505015,Contoso Touch Stylus Pen E150 Black,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user @user @user Ay yo no he visto la nueva temporada! Buena sugerencia,Positivo,Muy Negativo (1 estrella)
2503,505016,Contoso Touch Stylus Pen E150 Silver,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user Junto montas el unico dia que me llaman para tomar algo,Positivo,Muy Positivo (5 estrellas)
2504,505017,Contoso Touch Stylus Pen E150 White,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,Mis lunes no volverán a ser iguales @user,Negativo,Muy Negativo (1 estrella)
2505,505018,Contoso Touch Stylus Pen E150 Red,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"@user el canal de ""Global Talents"" suele ser rápido en subir actuaciones, valoraciones, previos, y resultados...",Neutral,Positivo (4 estrellas)
2506,505019,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,LCD screen protector,"@user En vez de perseguir a corruptos y defraudadores, pretenden encarcelar a quienes cuestionan al poder con unos cuentos tuits",Muy Negativo,Muy Negativo (1 estrella)
2507,505020,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,LCD screen protector,"@user no te preocupes ^^ como dije...ELF puede hacer lo que quiera, a mi solo me importa SJ",Positivo,Neutral (3 estrellas)
2508,505021,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,LCD screen protector,@user Y son más de las 5 de la mañana! Y encima mañana vuelve a ser día de grabación.. todo sea por dejar todo preparado,Muy Positivo,Muy Negativo (1 estrella)
2509,505022,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","@user La burguesía venezolana, los más ricos, animando a la población a colapsar Venezuela con la ""Toma de Caracas""  Triste.",Muy Positivo,Muy Negativo (1 estrella)
2510,505023,Contoso Original K1m Li-Ion Standard Battery E170 White,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","@user @user @user invitadísimo a hacer las cosas diferente, hay que involucrarse y dar espacios a la mejor gente.",Positivo,Muy Positivo (5 estrellas)
2511,505024,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",@user Te puedes creer que te iba a poner lo mismo  Te quiero mi Nini,Positivo,Muy Negativo (1 estrella)
2512,505025,Contoso Bluetooth Active Headphones L15 Black,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","No sé si los maltrataban de verdad pero me dio penita ver eso No me gusto eso, no son objetos para que los traten así. Me indigna tanto",Neutral,Negativo (2 estrellas)
2513,505026,Contoso Bluetooth Active Headphones L15 Red,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","@user @user @user el tiempo promedio para ejercitarse, es de 1hr. Si quieres más tiempo, la alimentación también cambia",Neutral,Neutral (3 estrellas)
2514,505027,Contoso Bluetooth Active Headphones L15 White,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",En fin @user espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!,Muy Positivo,Muy Negativo (1 estrella)
2515,505028,Contoso In-Line Coupler E180 White,"Designed for new modular, different location without","Suerte nivel, llame a la pizzeria para pasar por una pizza y llueve cuando deje mis sombrilla perdidas",Neutral,Muy Positivo (5 estrellas)
2516,505029,Contoso In-Line Coupler E180 Black,"Designed for new modular, different location without",¿voy o no voy a cœur de pirate en madrid? es como a la semana siguiente de volver de milán/burdeos,Muy Negativo,Muy Negativo (1 estrella)
1,101001,Contoso 512MB MP3 Player E51 Silver,512MB USB driver plays MP3 and WMA,"Gracias a toda la gente que dio RT a mi mensaje de buscar clan. He conseguido ser suplente adc en DragonsZGaminG,con ganas",Muy Negativo,Muy Positivo (5 estrellas)
2,101002,Contoso 512MB MP3 Player E51 Blue,512MB USB driver plays MP3 and WMA,@user Es muy duro para un niño verse forzado a ser parte de esos procesos,Muy Negativo,Muy Negativo (1 estrella)
3,101003,Contoso 1G MP3 Player E100 White,1GB flash memory and USB driver plays MP3 and WMA,"@user gracias por etiquetarme, pero no suelo hacer estas cosas",Muy Negativo,Muy Negativo (1 estrella)
4,101004,Contoso 2G MP3 Player E200 Silver,"2GB flash memory, LCD display, plays MP3 and WMA",#feliz septiembre..es bonito retarse..es increible lo mucho que puedes aprender.. medirse con el obstáculo..eres la joyita de la corona,Muy Positivo,Muy Positivo (5 estrellas)
5,101005,Contoso 2G MP3 Player E200 Red,"2GB flash memory, LCD display, plays MP3 and WMA","@user s que habrá terceras elecciones, no que no las habrá... está difícil la predicción",Negativo,Muy Negativo (1 estrella)
6,101006,Contoso 2G MP3 Player E200 Black,"2GB flash memory, LCD display, plays MP3 and WMA","@user No te preocupes, pero como hay tanta mala baba en Twitter pensaba que había sido por eso",Neutral,Muy Negativo (1 estrella)
7,101007,Contoso 2G MP3 Player E200 Blue,"2GB flash memory, LCD display, plays MP3 and WMA","No, solo quiero bailarte la medusa loca en privado  @user",Neutral,Muy Negativo (1 estrella)
8,101008,Contoso 4G MP3 Player E400 Silver,"4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA","No sé porqué pero ya no me cae para nada, es más me da asquito y antes éramos amigas, aunque creo que ni eso consideraba ella",Negativo,Negativo (2 estrellas)
9,101009,Contoso 4G MP3 Player E400 Black,"4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA",@user me regalaron la mediana,Positivo,Muy Positivo (5 estrellas)
10,101010,Contoso 4G MP3 Player E400 Green,"4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA",Ahora que soy @user todo es más bonito.,Muy Positivo,Muy Positivo (5 estrellas)
11,101011,Contoso 4G MP3 Player E400 Orange,"4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA",@user en donde vivo no hay alternativas válidas aún… No creas q no lo miré  @user  @user,Negativo,Muy Negativo (1 estrella)
12,101012,Contoso 4GB Flash MP3 Player E401 Blue,"1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG","@user de sobra, si solo somos 3  dime tu ID y ya te agrego",Neutral,Muy Negativo (1 estrella)
13,101013,Contoso 4GB Flash MP3 Player E401 Black,"1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG",@user mi objetivo es seguir aprendiendo. Por dicha uno nunca para de aprender. Por ahí espero seguir asombrándome,Muy Negativo,Muy Positivo (5 estrellas)
14,101014,Contoso 4GB Flash MP3 Player E401 Silver,"1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG",@user yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja,Positivo,Muy Negativo (1 estrella)
15,101015,Contoso 4GB Flash MP3 Player E401 White,"1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG",Vamos Ame vamos....bahhh.....q mas da.....conence el año cansada..... quiero solo dormir hoy....,Muy Positivo,Muy Negativo (1 estrella)
16,101016,Contoso 8GB Super-Slim MP3/Video Player M800 White,"2"" color LCD, Touchpad, Plays music, video, photos and text",@user Muchas gracias atrasadas!! Esto del Twitter hacia que no lo miraba.... Un abrazoteee!!,Muy Negativo,Muy Negativo (1 estrella)
17,101017,Contoso 8GB Super-Slim MP3/Video Player M800 Red,"2"" color LCD, Touchpad, Plays music, video, photos and text",@user dejas al novio y a los dos días ya estas con otro.  Y yo soltero desde el 96. La vida es demasiado injusta conmigo,Muy Negativo,Muy Negativo (1 estrella)
18,101018,Contoso 8GB Super-Slim MP3/Video Player M800 Green,"2"" color LCD, Touchpad, Plays music, video, photos and text","voy a salir a comprar mayolicas y acabados a habich, veamos q sucede en el camino, la gente buena celulares prendidos porfavor, 3, 2 ,1",Neutral,Muy Negativo (1 estrella)
19,101019,Contoso 8GB Super-Slim MP3/Video Player M800 Pink,"2"" color LCD, Touchpad, Plays music, video, photos and text",@user Muchísimas gracias por difundir  ¡Un abrazo!,Muy Positivo,Muy Positivo (5 estrellas)
20,101020,Contoso 8GB MP3 Player new model M820 Black,"2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG  ","He visto un Allen Walker en la Expo que uff, menudo cosplay, yo iba de Lena pero sin peluca, quería una puta foto",Neutral,Negativo (2 estrellas)
21,101021,Contoso 8GB MP3 Player new model M820 Blue,"2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG  ","Ya no puedo la broma de ""estoy embarazada"" por el día de los inocentes.",Muy Negativo,Muy Negativo (1 estrella)
22,101022,Contoso 8GB MP3 Player new model M820 Yellow,"2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG  ",Que guay que @user sea nuevo concursante de @user seguro que lo hace genial....Me encanta!!!,Muy Positivo,Muy Positivo (5 estrellas)
23,101023,Contoso 8GB MP3 Player new model M820 White,"2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG  ","@user impresionante lo que hizo Alejandra por Dios que feo que se hagan de rogar pa competir, falta de humildad. Vamos rojo.....",Muy Negativo,Muy Positivo (5 estrellas)
24,101024,Contoso 16GB Mp5 Player M1600 Blue,"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV","@user @user De nuevo, encantado. Y a mi tampoco me gustan esos titulares tendenciosos. Pero tampoco los opuestos  Saludos.",Neutral,Positivo (4 estrellas)
25,101025,Contoso 16GB Mp5 Player M1600 Black,"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV",Es increíble que ahora entro a wpp solo para el trabajo,Muy Positivo,Muy Positivo (5 estrellas)
26,101026,Contoso 16GB Mp5 Player M1600 Green,"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV",Era mas el ambiente chungo,Neutral,Negativo (2 estrellas)
27,101027,Contoso 16GB Mp5 Player M1600 White,"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV","Empieza la semana con la ilusión de saber que va a ser mágica, llena de momentos felices, sonrisas, miradas y mucho amor. Que así sea",Muy Positivo,Muy Positivo (5 estrellas)
28,101028,Contoso 16GB Mp5 Player M1600 Red,"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV","Por fin río, caray. Después de lo de ayer, pensé que me iba a deprimir, pero hoy estoy feliz",Muy Positivo,Muy Positivo (5 estrellas)
29,101029,Contoso 32GB Video MP3 Player M3200 White,"4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life",@user Creí que era el Almost Blue de Chet Baker. Qué luzfloridecepción contigo,Muy Negativo,Muy Negativo (1 estrella)
30,101030,Contoso 32GB Video MP3 Player M3200 Red,"4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life","@user por curiosidad intenté en 5 bancos distintos y en todos declinado, pero mi reporte está en verde y mi score también",Neutral,Muy Negativo (1 estrella)
31,101031,Contoso 32GB Video MP3 Player M3200 Orange,"4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life","@user si, muy hermoso, y eso que no me conociste a mi",Muy Positivo,Muy Positivo (5 estrellas)
32,101032,Contoso 32GB Video MP3 Player M3200 Pink,"4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life",hoy es mi último día de vacaciones y lo más emocionante de mi día ha sido hacer el puzzle de sunggyu,Muy Positivo,Muy Positivo (5 estrellas)
33,101033,Contoso 32GB Video MP3 Player M3200 Black,"4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life","@user ¡Enhorabuena! Has ganado el KIT, escríbenos por mensaje privado para decirte cómo te vamos a mandar el premio",Muy Positivo,Muy Negativo (1 estrella)
34,101034,Contoso 4GB Portable MP3 Player M450 Black,"4GB built in memory, USB driver and earphone, play MP3, WMA","Ensalada de Salmón, una de las ricas propuestas en el menú de hoy   #MenuDiario #RestauranteCasinoLasPalmas http",Neutral,Muy Positivo (5 estrellas)
35,101035,Contoso 4GB Portable MP3 Player M450 White,"4GB built in memory, USB driver and earphone, play MP3, WMA",ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas,Muy Negativo,Muy Negativo (1 estrella)
36,101036,Contoso 4GB Portable MP3 Player M450 Yellow,"4GB built in memory, USB driver and earphone, play MP3, WMA","@user eso dice mucho de él... así que nada, tómate tu tiempo que cuando estés preparado, todo llegará",Muy Negativo,Muy Negativo (1 estrella)
37,101037,Contoso 8GB Clock & Radio MP3 Player X850 Silver,"2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB","Aii,y que se me pasa felicitar a @user y no puede ser!! Muchaass felicidades Mara,espero que hayas pasado un día muy bonito",Muy Positivo,Muy Positivo (5 estrellas)
38,101038,Contoso 8GB Clock & Radio MP3 Player X850 Black,"2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB",Ayer me dieron una botella y le pegue un trago pensando que era yin o Fresca gracias marifer,Muy Negativo,Muy Negativo (1 estrella)
